InstalledPower
543.0
9336.5
27656.0
12054.5
22439.0
9780.0
8409.0
18181.0
31497.9
41100.4
18523.5
10472.0
9837.2
44361.7
29277.0
960.0
4068.0
20261.4
12798.5
10826.0
13476.14
9813.0
6401.0
13513.0
77328.563
30916.5
34645.0
35351.0
4456.0
36497.0
7708.9
23474.29
40500.0
18433.0
16173.0
25483.1
4002.2
42303.9
33142.9
16447.0
21098.0
8820.1
2547.2
1856.0
12543.0
18160.0
36448.0
69838.2
9928.0
58697.4
5053.0
24530.0
41423.1
15287.0
12839.0
11428.0
3021.7
8338.0
109911.4
2911.4
5497.0
609.0
0.0
8945.0
3145.0
1179.0
370.0
2160.0
29170.0
2852.0
7223.4
14125.0
45947.5
246.0
5925.0
6.0
13459.0
9549.0
27619.0
12398.0
14093.4
2091.0
2371.5
5668.0
2265.0
3339.0
7610.8
45918.7
17301.2
28137.0
35982.0
19081.9
54464.0
40482.46
6935.0
16911.0
48842.8
13762.5
13704.99
7044.0
5537.5599999999995
20416.0
3119.0
0.0
3464.0
37302.0
4110.0
1273.0
6484.0
28295.0
49419.0
6836.55
17356.0
784.0
19952.0
3952.0
2911.0
1685.0
3749.0
17367.0
22938.5
2100.0
2636.0
3095.0
7588.5
2899.1
1990.6
3160.0
9366.0
13046.5
9251.0
8753.5
5161.5
7452.74
13909.5
18807.0
9708.15
1606.0
2669.0
1062.0
288.0
10432.3
6125.0
7138.0
9472.5
4976.65
314.0
26863.0
4137.0
5491.0
14040.4
4254.0
8006.8
649.74
2079.0
1256.0
1389.0
2641.0
1952.0
11017.0
1739.0
0.0
1921.0
14677.0
4111.0
1695.3
5519.6
3925.3
9890.0
26905.0
12556.0
4805.0
12550.0
8936.0
52346.9
8190.5
26860.0
16376.0
0.0
6029.0
9005.0
4692.0
50890.0
23209.0
6925.9
16116.0
4782.3
2981.62
13425.8
8405.0
7996.1
4513.5
41612.0
19246.0
23760.6
12220.6
22122.88
879.3
15825.0
21983.5
7479.46
9537.5
20413.0
32081.65
41852.3
4404.2
26265.9
23709.9
920.0
3792.0
13478.5
4438.0
4273.0
10303.0
11105.0
21346.2
24153.6
33592.1
7202.5
3872.0
9665.5
1004.7
10509.5
13315.0
6080.0
13447.8
26291.1
1150.0
23235.4
18498.3
9651.0
4577.01
13967.15
12368.9
16026.0
4471.7
16132.74
7964.0
23361.33
5076.8
14655.56
22279.5
31545.4
13961.0
4746.9
18477.9
16869.3
14959.5
10198.0
9280.5
5688.0
10976.0
2124.5
3176.0
5941.0
8409.0
464.5
6765.9
7701.0
47573.25
5279.5
6336.0
2222.8
15880.8
3550.0
17492.3
0.0
23603.0
5148.8
8156.3
7870.3
8116.0
3386.0
4880.62
9220.6
15700.9
12818.7
21926.6
16419.7
18316.3
11153.4
18824.0
776.0
14020.8
23188.26
31282.0
5983.5
1820.0
3237.0
415.0
2935.0
220.0
1275.3
36594.8
5546.0
31304.0
34142.799999999996
23319.0
12266.4
23681.0
18101.0
17246.0
46332.0
37567.0
18737.0
16326.0
9984.0
45138.0
21227.0
3090.0
0.0
51153.0
27779.316
18218.35
32159.0
41050.9
6409.0
11620.85
30600.0
9943.0
16435.3
12311.0
10682.0
34454.2
35458.6
9413.0
14034.0
21022.0
44939.0
537.0
4812.0
22435.0
11183.0
16893.65
21543.0
25376.0
9766.0
26209.0
19725.0
17419.0
164954.0
34666.5
2902.0
3038.0
25775.0
21730.3
4443.0
8786.0
6552.0
6626.5
7573.0
6938.5
10329.5
8125.0
5265.0
1693.0
8210.5
22947.0
90796.5
9957.0
9330.0
2784.0
4554.0
3868.0
1758.0
1914.0
533.5
1937.0
1348.0
788.0
2020.0
170.0
20185.0
2566.9
2041.0
1394.0
5639.7
3009.0
1749.0
7474.0
1365.0
510.0
520.5
47265.0
4956.5
600.0
8646.0
754.0
5.5
1786.0
174.1
1355.0
564.0
265.0
1575.0
998.0
3403.0
