InstalledPower
75.0
14650.0
2185575.6400000006
97186.0
2473789.0999999996
678662.0
36918.0
44870.0
557012.4999999999
1226185.9000000004
167700.8
761061.3
70182.5
118699.8
7100.0
129630.0
6666.0
236700.0
24382.5
148300.0
54900.0
199180.0
177540.0
87550.0
466076.9
861846.2
169105.6
133050.6
53250.0
416289.5
43250.0
166300.0
804929.2000000002
230104.5
102200.0
266140.0
138485.0
528906.8
362350.6
504215.7
297619.0
203013.5
15800.0
10200.0
84345.0
1055770.3
502251.3
1207654.2
333602.89999999997
200619.8
233553.99999999994
311450.0
460064.0
164810.0
427148.5
366647.8
134174.0
67140.0
2.0
2300.0
0.0
20151.0
34609.9
0.0
1.0
1505.5
4600.0
9402.0
374076.3
2835.0
273621.5
63682.5
121966.0
0.0
16550.0
0.0
227113.0
464091.5
76816.0
241174.0
259760.0
19900.0
275.6
3209.5
16120.0
4600.0
84153.2
609414.5
266230.0
138232.0
582700.5
301555.0
15300.0
94676.0
36024.5
681242.3
167327.5
62704.799999999996
1131577.4
0.0
13800.0
18200.0
50708.5
0.0
6062.5
180199.5
34910.0
25600.9
75358.6
240546.1
53000.0
0.0
0.0
0.0
0.0
48750.0
25367.0
0.0
33480.0
298835.0
0.0
47675.0
0.0
63250.0
45800.0
49420.0
136637.25
99810.3
211161.0
490059.8
8150.0
64592.0
184440.0
213254.0
98502.0
223511.18
103458.5
102.0
15690.0
19300.0
162530.0
153270.6
144490.0
58280.0
6.0
727205.0
10979.8
165750.0
0.0
234554.0
461268.1
187350.0
177200.0
0.0
15900.0
439292.2
27010.0
296745.0
75200.0
107275.0
170115.0
46530.0
40100.0
119321.3
118510.0
0.6
0.0
2252.5
121570.0
3009.5
21711.0
0.0
72205.5
55400.0
301404.6
274873.5
144102.043
202766.0
3110.0
2000.0
0.0
0.0
9.8
112880.0
10.0
5.0
61110.0
4.0
20900.0
9000.0
17894.1
32668.5
126183.7
41981.5
9845.0
40810.0
9902.8
26901.8
20.299999999999997
8300.6
3.0
6015.4
29400.0
34691.0
3748.5
0.0
3015.6
23651.0
0.0
5001.0
1.0
0.0
9.9
20531.5
2313.9
121653.47
96.48
5330.0
6106.75
0.0
16007.3
7.5
4.5
9.25
13080.0
21153.8
5.5
12040.0
5348.3
619.4
12.0
238.35
4959.7
14497.399999999998
623.54
48.5
2150.8
11407.2
1520.0
500.0
66049.9
796.1
159969.5
10810.0
29760.1
30001.55
31812.6
84675.0
111502.0
26355.4
1504.6
251671.0
27402.0
81704.37999999999
12506.0
61295.3
0.0
0.0
11.0
155059.125
35651.5
52540.0
28063.0
162501.2
21541.0
102524.1
2000.0
4.0
127542.0
71200.0
38651.98
27660.0
20800.0
94025.0
116613.25
127394.0
0.0
27612.0
16703.53
24803.6
7214.6
2010.0
0.0
55375.0
6607.4
10148.230000000001
26224.82
27760.0
185203.5
77460.0
51560.0
16000.6
189350.6
16575.2
71750.0
412114.6
670850.0
641171.0
302496.19999999995
563756.0
155088.6
517575.0
471764.0
491227.0
474983.5
1124891.0
177433.75
799870.0
1589872.4
10201.12
0.0
703312.7
747375.8
474399.8
704857.3999999999
722050.0
13152.7
78288.59999999999
275004.10000000003
37038.0
118190.20000000001
2400.0
140841.1
202242.6
163721.0
42360.6
27000.0
104272.8
135375.72999999998
53582.7
15780.0
417828.8
496285.35
726885.0
536374.0
269360.0
294485.0
450097.0
347824.6
730335.0
910688.0
268091.5
47402.02
0.0
84000.0
79670.0
93125.0
253902.11000000002
227200.0
601.0
237183.0
249255.95
14454.199
6405.0
126210.49
10.0
5800.6
113343.0
55138.8
63159.5
110925.0
64000.0
0.4
107360.6
27050.0
1.0
21600.0
6600.0
270305.0
17850.0
9.66
69110.0
63200.0
27000.0
11730.0
10650.0
20.0
30000.0
1.0
18200.0
195060.0
3000.0
